Key,bmi,gender,is_training,name,filename,CJWR,WHR,ES,LF_FH,FW_LFH
2,0.24441225986654877,Female,1,img_2.bmp,img_2.bmp,-0.12031020651765535,-0.9388212166177391,0.5338414096942283,-0.24157585955523447,-0.2941460305523199
8,-0.266549125832524,Female,1,img_8.bmp,img_8.bmp,-0.3083257349272084,0.8850911860186863,1.0031212022220235,0.9758767673215127,-0.45774625724568024
9,-0.7158997244552185,Female,1,img_9.bmp,img_9.bmp,0.01352149107714273,2.3901926180527164,0.23472509971525796,1.33114083354462,-0.2562555125652722
10,0.6865111688335536,Male,1,img_10.bmp,img_10.bmp,-0.42342577586140767,0.39836135150952606,0.2751260584313473,0.6647135992443426,-0.4277947846424172
12,0.9995558820935279,Male,1,img_12.bmp,img_12.bmp,-0.7308416492380717,-0.2022018673161277,-0.1891018068988952,-1.1483792480077248,0.7023988642959257
13,-0.21567156711282698,Male,1,img_13.bmp,img_13.bmp,-0.01366786324336073,-0.8803404023224578,-0.550573415195457,-1.9782407840225456,1.4275030239734614
15,-0.8320752032919506,Male,1,img_15.bmp,img_15.bmp,2.0095589257829043,1.3049810821142402,-0.1331597378557034,-3.831867071869111,9.802297805120569
16,0.036816156900664525,Male,1,img_16.bmp,img_16.bmp,-0.6960702482903401,0.03772905123430941,-0.550573415195457,0.08082792692225024,-0.19614332779935964
17,-1.0908687566867632,Male,1,img_17.bmp,img_17.bmp,-0.4662313399932894,-0.3012194754053295,0.5845616598839682,-0.4891596647219471,0.08781291202657826
18,0.9773137544931759,Male,1,img_18.bmp,img_18.bmp,0.17061120764392973,0.7042452451719068,0.17236980139766658,-1.2909628715477035,1.2170432078477718
19,-1.3591145593164915,Male,1,img_19.bmp,img_19.bmp,-0.10345197536021594,-0.4230392021626378,-1.1707603747548998,-0.636965089613449,0.1608549667039686
20,-0.7354367069984162,Male,1,img_20.bmp,img_20.bmp,-0.10599058384369536,-0.0024468972412358273,0.3702509268706702,0.35476942133565514,-0.37066671063668205
21,-1.3215461834469753,Male,1,img_21.bmp,img_21.bmp,-0.26242031417219913,-0.29320099661300486,-0.07669208909404748,0.11270855481295818,-0.31490259484349187
22,1.0477143375137974,Male,1,img_22.bmp,img_22.bmp,-0.13021000009192132,0.336757802029005,-0.4367033520930899,1.2800495364647329,-0.7368170725389247
23,-1.237233794450423,Male,1,img_23.bmp,img_23.bmp,0.5234595982505281,-1.220340246747187,-0.7065332323678746,1.0294660385924768,-1.023496405640788
26,0.3127230595465979,Male,1,img_26.bmp,img_26.bmp,-0.42699074089654915,-0.17968346672277383,4.194948758868625,-0.6821649902196476,0.2822302247410847
27,-0.23891706920729475,Male,1,img_27.bmp,img_27.bmp,1.08820774365373,0.250089734734118,-0.550573415195457,-0.5753434376556326,0.3426231451598964
28,-0.1684702726761413,Male,1,img_28.bmp,img_28.bmp,0.3203033619256901,0.3409134913699028,2.0815616243697854,1.5441873980135443,-0.8453471494896172
30,0.11934396657402381,Male,1,img_30.bmp,img_30.bmp,0.000636169204494714,-0.3554913458343541,-0.7961897583168882,0.13386674130877013,-0.34609574464222076
31,-0.5971816520568142,Male,1,img_31.bmp,img_31.bmp,-0.7009941613673065,0.7969062829325562,-2.591829613201939,-0.3385701002644496,0.33514385937744884
32,-0.16621353433643515,Female,1,img_32.bmp,img_32.bmp,-0.007894282843884314,-1.0930059220708723,0.17236980139766658,-0.21955758417747898,-0.3573647489528165
33,-1.1136854267449248,Female,1,img_33.bmp,img_33.bmp,-0.6088481299961183,-0.7082493218083051,-2.301989387635074,1.089446725910594,-0.9174746499708263
34,-0.4298298635844005,Female,1,img_34.bmp,img_34.bmp,-0.056704682395746074,-0.29294941488976,1.8015331841385194,0.2098709906813094,-0.37208173748745044
36,-0.20186667215578702,Female,1,img_36.bmp,img_36.bmp,0.13080156529449774,0.66402981489308,-0.4367033520930899,0.4836956829008703,-0.25519824989672285
38,1.033340286871279,Male,1,img_38.bmp,img_38.bmp,-0.9055431245571856,-0.18656890957902625,0.9945593857079118,0.28562783177052475,-0.3845226251879405
39,0.39826920375076547,Male,1,img_39.bmp,img_39.bmp,-0.4437970046336497,-1.3446638543778113,0.9512550870339819,0.29523640497139786,-0.7251114313715207
42,1.2501938274472975,Male,1,img_42.bmp,img_42.bmp,-0.49484979837307386,0.6527986191312919,-0.1891018068988952,-0.29752729592097815,0.2567143470821653
43,0.32082151067783776,Male,1,img_43.bmp,img_43.bmp,-0.2682952310413406,0.03780342393351538,0.5338414096942283,-2.5056096973606876,2.8779770421046216
46,0.5925045150591733,Male,1,img_46.bmp,img_46.bmp,0.09943403037886586,1.8057627658662394,-2.7194030649748275,-0.803552307275096,1.0981622272158744
48,1.3135533309704952,Male,1,img_48.bmp,img_48.bmp,0.053783249983514074,1.5556648238797097,0.2247181197111757,-0.1730673378807394,0.44909430484622254
